ROW_ID,conversion
0,0.03067488
1,0.00012344659
2,0.16785839
3,0.00032966645
4,0.27674296
5,0.025605634
6,0.00022500855
7,0.04873322
8,0.080232024
9,0.00013909336
10,0.00022357427
11,0.20878136
12,0.26123384
13,0.026401265
14,0.1117691
15,0.0027884024
16,0.19301733
17,0.000118294905
18,0.0009000663
19,0.00047801444
20,0.069946304
21,0.23692815
22,0.2504479
23,0.00017276996
24,9.24943e-05
25,8.9372e-05
26,0.17284599
27,0.00018445888
28,0.12425915
29,0.28921124
30,0.00018780584
31,0.10988901
32,0.0001730428
33,0.0516296
34,0.038880423
35,0.55303097
36,0.030834623
37,0.050669067
38,0.13331977
39,0.2862735
40,0.06400093
41,0.0001678194
42,0.00015517372
43,0.028858315
44,0.17490582
45,0.04727141
46,0.041121252
47,0.095450215
48,0.037465926
49,0.00080099294
50,0.10932209
51,0.08506762
52,0.00043877083
53,0.00017635744
54,0.18437447
55,0.00048538478
56,0.09014853
57,0.000101172576
58,0.34600598
59,0.0003815139
60,0.09929787
61,6.5990505e-05
62,0.04424575
63,0.13712052
64,0.00027568755
65,9.4429655e-05
66,0.00017494605
67,0.024997275
68,0.3234053
69,0.23657623
70,9.061486e-05
71,9.332685e-05
72,0.00019431206
73,0.13606933
74,0.00046536475
75,0.6352282
76,0.10301064
77,0.00018075299
78,0.03900152
79,0.13354197
80,0.00027774324
81,0.00024392051
82,0.133139
83,0.044855542
84,0.00010424901
85,0.00037013917
86,0.00024594917
87,0.00015446718
88,0.27420384
89,0.012937793
90,0.05407453
91,0.18609183
92,0.24352197
93,0.18007424
94,0.028112078
95,0.031565048
96,0.00039743696
97,0.00027529645
98,0.0002560467
99,0.07617399
100,0.19853006
101,0.16966234
102,0.07778216
103,0.0003253468
104,0.00097528024
105,0.035545148
106,0.022713793
107,0.17145556
108,0.07691419
109,0.117074974
110,0.013694545
111,0.00041382783
112,0.03189407
113,0.00054126844
114,0.07221843
115,0.171002
116,0.0005460081
117,0.080475636
118,0.24466376
119,0.21813606
120,0.4108189
121,0.085118145
122,0.00015145037
123,0.00017854298
124,0.00015637357
125,0.18351032
126,0.00038673438
127,0.07537476
128,0.00022906599
129,0.046747796
130,0.0002986262
131,0.0001795915
132,0.25990123
133,0.24047354
134,0.033693843
135,0.06586287
136,6.592428e-05
137,0.28148457
138,0.00021608865
139,0.00022891206
140,0.38589922
141,0.0005276257
142,0.00036298938
143,0.25689474
144,0.3364605
145,0.037096437
146,0.105664834
147,0.00021537243
148,0.0001005454
149,0.06780682
150,0.0002560716
151,0.0003130835
152,0.0993622
153,0.11533036
154,0.00022733775
155,0.11112091
156,0.02867344
157,0.13265057
158,0.02273591
159,0.02205313
160,0.2071415
161,0.040105328
162,0.08126
163,0.041858595
164,0.27987957
165,0.0001205712
166,0.35375074
167,0.42826673
168,9.931076e-05
169,0.21005544
170,0.24361163
171,0.1087744
172,0.00036625683
173,0.00016677899
174,0.00035655228
175,9.381153e-05
176,0.00013839628
177,0.00024722225
178,0.00011068144
179,0.09728205
180,0.0007135192
181,0.14867693
182,0.00010311667
183,0.00021448387
184,0.20187308
185,0.0630433
186,0.31739414
187,0.00016481742
188,0.00038649503
189,0.00050257734
190,0.00047198488
191,0.00011870848
192,0.00048089528
193,0.020382583
194,0.03992919
195,0.06453097
196,0.015977142
197,0.17083926
198,0.08684371
199,0.10327455
200,0.028709225
201,0.054766968
202,0.00022791723
203,0.00014245005
204,0.057670463
205,0.00017950418
206,0.37942472
207,0.04303837
208,0.1328782
209,0.00011623181
210,0.00017016436
211,0.0004332943
212,0.11517085
213,0.36429703
214,8.678882e-05
215,0.019414619
216,0.040892724
217,0.00024624763
218,0.132396
219,0.37494585
220,0.20745416
221,0.0684292
222,0.0008740924
223,0.3989849
224,0.00024615915
225,0.0002459316
226,0.02473432
227,0.00089834066
