ROW_ID,conversion
0,0.042314224
1,9.2593495e-05
2,0.15500422
3,6.3529944e-05
4,0.11824702
5,0.03234475
6,5.564981e-05
7,0.03766989
8,0.068890065
9,5.506968e-05
10,5.410604e-05
11,0.4013704
12,0.24106953
13,0.019498685
14,0.0670755
15,0.00010557343
16,0.32489386
17,2.0078753e-05
18,0.00013991517
19,0.00010754331
20,0.07772398
21,0.2552897
22,0.3750675
23,1.9364166e-05
24,3.593586e-05
25,1.7860717e-05
26,0.018370248
27,5.121993e-05
28,0.12947269
29,0.34604475
30,5.564981e-05
31,0.102077104
32,8.49471e-05
33,0.021681018
34,0.010357623
35,0.38439235
36,0.114014156
37,0.033851627
38,0.006481563
39,0.27770936
40,0.056614134
41,3.4292487e-05
42,4.0304694e-05
43,0.041941885
44,0.105380856
45,0.037311513
46,0.039063353
47,0.035620887
48,0.054594845
49,0.00022543933
50,0.091848716
51,0.031206999
52,9.858724e-05
53,5.7426027e-05
54,0.26522228
55,7.046468e-05
56,0.10330934
57,5.9983267e-05
58,0.5194429
59,3.1667543e-05
60,0.089988135
61,5.046855e-05
62,0.06451884
63,0.12632054
64,5.994158e-05
65,3.822926e-05
66,7.573189e-05
67,0.018373985
68,0.38360485
69,0.12208749
70,2.5325595e-05
71,7.549402e-05
72,2.534785e-05
73,0.2653488
74,0.0001704305
75,0.6696834
76,0.037999753
77,5.6761037e-05
78,0.10754384
79,0.14317325
80,6.182327e-05
81,3.2087755e-05
82,0.2540581
83,0.114014156
84,6.88145e-05
85,3.9651597e-05
86,7.423202e-05
87,0.00010390522
88,0.30024675
89,0.020088846
90,0.1673963
91,0.20500533
92,0.11051434
93,0.17904755
94,0.0309333
95,0.024202408
96,0.0001434712
97,6.5318905e-05
98,4.4948694e-05
99,0.100778624
100,0.16896771
101,0.16848022
102,0.08382756
103,7.959069e-05
104,0.00031089404
105,0.044549733
106,0.03968845
107,0.20140225
108,0.089945346
109,0.04875697
110,0.006268465
111,0.00017554259
112,0.012236163
113,0.000107672495
114,0.053893115
115,0.071987025
116,2.7326545e-05
117,0.074984625
118,0.1287632
119,0.24120352
120,0.32609573
121,0.06933923
122,4.7683876e-05
123,5.704293e-05
124,2.8192455e-05
125,0.23093057
126,9.536298e-05
127,0.021307325
128,6.985178e-05
129,0.013804119
130,3.2059463e-05
131,3.270383e-05
132,0.10056677
133,0.25838554
134,0.059820477
135,0.11164277
136,2.6261772e-05
137,0.2786884
138,9.171614e-05
139,4.0919935e-05
140,0.47822523
141,6.439423e-05
142,2.883775e-05
143,0.07924342
144,0.44914415
145,0.04261655
146,0.10748612
147,5.114857e-05
148,0.00011705176
149,0.031679973
150,6.843031e-05
151,8.0820995e-05
152,0.054233048
153,0.08408972
154,4.2999407e-05
155,0.115743175
156,0.011276946
157,0.14533827
158,0.02455452
159,0.05228653
160,0.09720263
161,0.019065903
162,0.14232098
163,0.027720066
164,0.25634432
165,6.2172454e-05
166,0.23659468
167,0.2731763
168,5.5341174e-05
169,0.13977788
170,0.11971708
171,0.17972654
172,0.00024975586
173,2.2376913e-05
174,5.010042e-05
175,5.1982002e-05
176,6.8821784e-05
177,9.5871575e-05
178,2.6247324e-05
179,0.13695058
180,0.00017179926
181,0.12208749
182,6.617092e-05
183,0.00012289001
184,0.14019817
185,0.045708098
186,0.24661343
187,4.383642e-05
188,9.9821365e-05
189,7.5210904e-05
190,2.5796533e-05
191,7.293622e-05
192,0.00013967442
193,0.015279693
194,0.015824873
195,0.1949505
196,0.023681201
197,0.059042398
198,0.073815644
199,0.06495484
200,0.025495032
201,0.06314675
202,3.8086684e-05
203,5.7154008e-05
204,0.097290345
205,0.00011482394
206,0.6696834
207,0.05189349
208,0.027139788
209,3.7993672e-05
210,5.047307e-05
211,0.000102225065
212,0.14854214
213,0.14504899
214,4.8673763e-05
215,0.0045516826
216,0.038978152
217,0.0002821188
218,0.15752219
219,0.24120352
220,0.20195095
221,0.10645991
222,4.300031e-05
223,0.3509324
224,9.041056e-05
225,0.00012106244
226,0.029231673
227,7.54181e-05
228,0.00030211185
229,0.00010549554
230,0.32641083
231,1.8966433e-05
232,0.098649204
233,7.4780946e-05
234,3.758469e-05
235,0.106228314
236,2.6968813e-05
237,0.03919339
238,0.00021541043
239,6.5279426e-05
240,0.00015372854
241,0.1118339
242,0.00012111256
243,9.432067e-05
244,5.6456083e-05
245,0.054233048
246,0.21817662
247,8.1232436e-05
248,0.056738522
249,0.323395
250,0.45601115
251,0.07083021
252,0.25583616
253,6.439423e-05
254,9.7528944e-05
255,0.47073543
256,0.02191472
257,0.04326863
258,0.00020362259
259,0.10882129
260,0.23774393
261,9.427795e-05
262,0.14318201
263,0.013912351
264,4.974669e-05
265,0.08614744
266,3.3668894e-05
267,0.032080084
268,9.680752e-05
269,4.1388805e-05
270,0.07283384
271,6.763358e-05
272,0.4845916
273,0.37328053
274,0.1446841
275,0.000103920094
276,3.9479124e-05
277,6.184386e-05
278,0.041273084
279,0.0001150417
280,5.564981e-05
281,0.28250024
282,5.5103512e-05
283,7.664835e-05
284,5.1669598e-05
285,9.932846e-05
286,0.0782749
287,6.4914784e-05
288,7.816609e-05
289,0.45925447
290,3.88069e-05
291,0.09174099
292,0.22636825
293,0.3375457
294,0.00020002414
295,6.679043e-05
296,0.10882453
297,0.33681777
298,0.00017179926
299,0.1262254
300,7.415349e-05
301,0.22073871
302,0.031216523
303,8.160892e-05
304,7.9211204e-05
305,5.6252735e-05
306,0.2167979
307,1.9858066e-05
308,0.18944457
309,5.904677e-05
310,6.9337184e-05
311,5.7960075e-05
312,0.00016779252
313,0.24528572
314,0.054233048
315,5.1021812e-05
316,8.8532426e-05
317,0.09562724
318,0.00021370755
319,7.959069e-05
320,0.1380762
321,0.43536285
322,0.10586225
323,0.063912794
324,0.13997242
325,0.023997843
326,8.747171e-05
327,0.23677413
328,0.02765338
329,1.9646772e-05
330,3.41347e-05
331,0.00015113514
332,0.074668206
333,7.616782e-05
334,0.00021803136
335,0.0091452375
336,0.01058562
337,0.01953379
338,1.580948e-05
339,5.5706572e-05
340,0.0002083214
341,6.0174672e-05
342,0.000133346
343,0.06834139
344,2.7225751e-05
345,0.4467021
346,0.46998975
347,0.026985103
348,6.386561e-05
349,0.22934766
350,0.16200893
351,0.19525647
352,5.2036703e-05
353,0.058767866
354,0.0001150417
355,2.781028e-05
356,0.34553987
357,7.819606e-05
358,0.6696834
359,0.000121815836
360,0.032229442
361,0.009792204
362,0.058353677
363,0.00024198307
364,0.2921251
365,5.310429e-05
366,0.054044258
367,0.08651738
368,5.1637093e-05
369,0.17813899
370,0.00013695014
371,5.555649e-05
372,0.029627537
373,0.16805893
374,0.23774393
375,5.713259e-05
376,0.075046785
377,0.35641068
378,6.334139e-05
379,6.685377e-05
380,4.2117765e-05
381,0.13638292
382,7.820934e-05
383,2.7989607e-05
384,0.0433765
385,7.28551e-05
386,0.08200764
387,7.322572e-05
388,4.5943758e-05
389,0.00010389531
390,8.7627915e-05
391,9.9504425e-05
392,7.895013e-05
393,4.242162e-05
394,0.036018528
395,0.054114643
396,5.1982002e-05
397,0.13647977
398,0.0001066778
399,4.547122e-05
400,0.3602215
401,0.08177277
402,2.2837861e-05
403,0.270654
404,0.028318385
405,0.071848325
406,3.6231275e-05
407,6.572905e-05
408,0.0189493
409,0.025718935
410,0.025081957
411,0.08066433
412,0.21076049
413,5.843558e-05
414,0.33049774
415,3.2855438e-05
416,0.22489218
417,0.2602816
418,0.1064499
419,9.510244e-05
420,0.040270198
421,5.053535e-05
422,0.04851385
423,0.0708646
424,6.680291e-05
425,0.046982113
426,0.00012223635
427,0.20316291
428,4.3005188e-05
429,7.714184e-05
430,0.022228863
431,0.0679852
432,0.043505754
433,0.041042857
434,0.03135203
435,3.4080218e-05
436,6.681948e-05
437,0.032395758
438,0.12715182
439,0.00013065874
440,0.025252495
441,0.00015800189
442,3.4268e-05
443,0.008734461
444,0.19683564
445,0.35714856
446,0.06933923
447,6.420929e-05
448,0.000101669
449,0.10968226
450,0.49722072
451,5.406968e-05
452,2.7735881e-05
453,4.5995443e-05
454,0.088363454
455,0.108628206
456,0.016277172
457,0.20830847
458,0.00010996136
459,0.00021885886
460,2.7716898e-05
461,0.26055098
462,0.3757953
463,0.24451542
464,0.0041520935
465,0.03773217
466,0.10091025
467,5.3256637e-05
468,0.061890233
469,0.16741166
470,0.13780503
471,6.2000814e-05
472,0.036411524
473,0.07634103
474,0.000104377024
475,7.423202e-05
476,0.0752809
477,0.000117502095
478,0.10436526
479,7.368305e-05
480,0.14802969
481,6.67472e-05
482,7.316304e-05
483,9.6345386e-05
484,0.14802969
485,2.0796511e-05
486,4.5298664e-05
487,0.03429403
488,7.3839976e-05
489,3.338065e-05
490,0.18521017
491,0.084298335
492,6.867473e-05
493,0.3587155
494,0.09604777
495,0.00016844543
496,0.119740576
497,0.6769238
498,0.18230075
499,0.09229458
500,0.0001273199
501,0.14802969
502,4.968771e-05
503,2.7225751e-05
504,0.12279886
505,0.1144682
506,0.22417171
507,4.6968464e-05
508,0.00011884869
509,0.055234138
510,0.07454359
511,0.13960887
512,0.111237384
513,0.13473909
514,0.3051129
515,7.770421e-05
516,1.4211232e-05
517,0.00012531971
518,0.09560493
519,0.21431899
520,2.0230556e-05
521,4.0231233e-05
522,0.2080231
523,0.00036455705
524,0.048705805
525,0.017653268
526,0.10587259
527,4.7166497e-05
528,0.16366372
529,0.00022206758
530,5.548369e-05
531,0.026235804
532,0.2863392
533,8.095057e-05
534,5.6050216e-05
535,0.16020326
536,0.01422534
537,0.030672306
538,0.031647485
539,0.023005331
540,0.28433868
541,4.5312834e-05
542,4.096597e-05
543,8.553218e-05
544,0.1964846
545,0.06937387
546,0.12076276
547,8.311465e-05
548,0.00011935216
549,0.048762448
550,0.23185955
551,0.19272254
552,0.25287655
553,8.2504244e-05
554,6.7062436e-05
555,0.10009926
556,0.00017619105
557,0.14802969
558,0.000102514394
559,0.0092144795
560,0.3436232
561,0.00019852295
562,9.307002e-05
563,0.03399934
564,0.1856558
565,4.6608704e-05
566,0.27584565
567,5.7294805e-05
568,0.016647115
569,0.22415999
570,0.08653643
571,0.097582184
572,0.046224255
573,2.0140349e-05
574,3.3427223e-05
575,0.04809055
576,3.969514e-05
577,5.5672157e-05
578,0.04443461
579,0.16691609
580,0.027240004
581,0.04184026
582,0.17367834
583,0.008862664
584,0.039307475
585,0.023881843
586,0.054160427
587,0.00017100936
588,0.17056645
589,0.070746236
590,0.00012236311
591,0.00014133748
592,0.18241203
593,0.1532259
594,0.00019827587
595,0.00013124074
596,5.047307e-05
597,0.031617768
598,0.09236066
599,0.05260997
600,0.28260708
601,9.505366e-05
602,0.38190252
603,0.019977767
604,0.069218844
605,7.721279e-05
606,0.21450786
607,9.7561875e-05
608,9.992286e-06
609,0.31371877
610,0.00014254953
611,0.0001462351
612,0.111552514
613,0.00013266683
614,0.15512271
615,0.10705806
616,3.2455737e-05
617,0.015316146
618,0.27089995
619,0.05447207
620,2.8769957e-05
621,5.8923648e-05
622,0.087674156
623,0.3621544
624,0.00010810676
625,3.8086684e-05
626,5.958322e-05
627,0.17171152
628,0.15703231
629,8.7506334e-05
630,0.022165967
631,3.8669514e-05
632,0.39067724
633,0.00011258257
634,0.27455267
635,4.2551554e-05
636,0.053298112
637,4.2497373e-05
638,0.00020879527
639,0.20818682
640,0.13017395
641,0.00013205809
642,6.5279426e-05
643,0.17075405
644,6.700337e-05
645,7.10692e-05
646,0.006915362
647,5.05758e-05
648,0.12714544
649,0.17037703
650,0.00010709303
651,4.7505142e-05
652,0.09532691
653,0.010073502
654,0.1674579
655,0.058767866
656,5.6136498e-05
657,0.040820204
658,0.00023688312
659,0.076853186
660,0.0022781217
661,0.17904755
662,0.11073606
663,0.07487255
664,0.109458454
665,5.7380807e-05
666,4.393854e-05
667,0.048383232
668,4.74068e-05
669,0.050087288
670,3.1436608e-05
671,5.3657113e-05
672,0.0003189076
673,6.68458e-05
674,0.20848224
675,8.43398e-05
676,0.00013001559
677,0.00011050628
678,0.03157251
679,4.233477e-05
680,0.00012192135
681,0.24756029
682,0.034349307
683,0.065251015
684,0.00015292487
685,5.9400998e-05
686,1.9437173e-05
687,0.00015292487
688,0.15512271
689,0.32551455
690,0.0033447456
691,9.159674e-05
692,3.77229e-05
693,8.397626e-05
694,0.14821362
695,0.09844003
696,0.06760475
697,0.00050251826
698,4.079813e-05
699,4.3692682e-05
700,0.00010481399
701,0.05684212
702,0.17970002
703,0.050727222
704,0.000112830836
705,0.14608142
706,0.00019478584
707,0.06504401
708,0.26724023
709,0.15449448
710,0.10800193
711,0.09035108
712,0.025368925
713,3.591301e-05
714,0.15061116
715,0.12208749
716,2.5086709e-05
717,0.20122999
718,0.198679
719,3.029348e-05
720,0.21448295
721,0.5850224
722,5.183379e-05
723,0.053890716
724,5.1178577e-05
725,0.07653724
726,0.022743741
727,5.05758e-05
728,0.13289331
729,0.20206434
730,0.2863392
731,2.9788449e-05
732,0.28274137
733,0.00010878918
734,3.4175384e-05
735,0.00024112011
736,0.27661732
737,0.101490304
738,0.12189153
739,0.25475308
740,5.2828258e-05
741,2.2376913e-05
742,0.11305813
743,2.3713086e-05
744,0.3094316
745,8.5595166e-05
746,5.564981e-05
747,0.09897095
748,0.00010166812
749,0.12208749
750,4.039612e-05
751,0.020814016
752,2.3307482e-05
753,0.31259778
754,7.064075e-05
755,0.000114833245
756,2.781028e-05
757,0.00012639814
758,3.5895995e-05
759,0.055977754
760,0.26034632
761,0.00015180632
762,0.029278344
763,0.19070914
764,2.0641268e-05
765,0.19785097
766,7.932255e-05
767,0.09710599
768,0.0871566
769,0.00014493354
770,0.055914983
771,0.1434879
772,4.6509333e-05
773,5.8923648e-05
774,0.00013557417
775,0.38176453
776,0.32029366
777,0.03429403
778,7.33583e-05
779,0.08861229
780,0.02497063
781,0.00020002414
782,0.32956466
783,0.097474664
784,8.068477e-05
785,0.022871844
786,0.23623323
787,0.09414575
788,0.1276825
789,0.04915217
790,0.045877274
791,0.23774393
792,0.126589
793,0.00010170041
794,9.563499e-05
795,0.14246562
796,0.068670765
797,0.06468109
798,0.2308333
799,4.8209688e-05
800,4.7191283e-05
801,4.2139094e-05
802,0.22774504
803,0.014769807
804,0.12651975
805,0.33210024
806,0.31880894
807,0.07394349
808,4.7582853e-05
809,0.052958902
810,8.126397e-05
811,5.216499e-05
812,0.07908855
813,0.00018098012
814,0.14802969
815,0.2639657
816,0.32661092
817,0.23758486
818,0.00030879406
819,4.7582853e-05
820,6.353092e-05
821,0.061914556
822,0.00012020351
823,0.32173398
824,7.4866424e-05
825,0.22772817
826,9.622263e-05
827,0.20235215
828,5.7426027e-05
829,0.053642724
830,9.36636e-05
831,2.3363073e-05
832,0.14367189
833,0.11446165
834,0.075470164
835,0.070460126
836,0.12208749
837,0.20680988
838,0.29460716
839,4.8664806e-05
840,9.880756e-05
841,5.0612707e-05
842,3.461068e-05
843,0.14753242
844,0.4023727
845,0.019376306
846,5.7953108e-05
847,7.08457e-05
848,0.0001244619
849,0.19070914
850,0.00042971445
851,0.03540719
852,0.44914415
853,0.041011807
854,0.04636508
855,0.38439235
856,2.3307482e-05
857,1.5391564e-05
858,0.06451258
859,8.7506334e-05
860,0.000285971
861,0.16388823
862,0.060397204
863,0.059339073
864,4.394382e-05
865,0.23774393
866,5.3151052e-05
867,0.00012544489
868,0.00012038785
869,6.3547515e-05
870,7.318795e-05
871,0.018757893
872,0.00019435339
873,9.627027e-05
874,0.00017464405
875,5.6050216e-05
876,0.14018703
877,8.970543e-05
878,7.726678e-05
879,4.393854e-05
880,0.0001752927
881,0.33730006
882,4.4356635e-05
883,0.42760646
884,8.5271255e-05
885,0.0022464243
886,0.4294221
887,4.4238313e-05
888,0.15988243
889,4.6817717e-05
890,0.0093055945
891,0.00010801751
892,0.12208749
893,0.022777634
894,0.03926409
895,0.25377923
896,0.000108725704
897,0.032193106
898,0.000100201694
899,0.07177585
900,0.3897153
901,0.0003995588
902,0.0680055
903,6.1633145e-05
904,0.32311276
905,0.000102326594
906,0.000109724846
907,9.506173e-05
908,0.08967489
909,0.09236066
910,4.6807047e-05
911,0.07668041
912,0.15543704
913,0.069614656
914,3.8333153e-05
915,0.2250181
916,0.5804905
917,0.157406
918,0.59056205
919,6.4000895e-05
920,0.23016106
921,0.041042857
922,0.32344452
923,1.1611904e-05
924,6.4579704e-05
925,0.00019255166
926,0.071732424
927,0.054646023
928,0.29511124
929,5.63078e-05
930,0.000114111615
931,0.029203482
932,0.12208749
933,0.29161575
934,1.0831031e-05
935,3.6599937e-05
936,6.370241e-05
937,4.4697183e-05
938,0.20120078
939,0.000108828914
940,0.0002782407
941,4.7162084e-05
942,0.12668192
943,0.00013904549
944,0.23955427
945,0.06862486
946,0.15383793
947,0.24378498
948,2.3501418e-05
949,4.128265e-05
950,6.4007305e-05
951,0.19432671
952,0.07547964
953,0.02735953
954,0.00020521655
955,7.6973345e-05
956,2.6968813e-05
957,0.0001127134
958,0.12476812
959,8.4959574e-05
960,5.10927e-05
961,7.092073e-05
962,0.032537505
963,0.36681363
964,0.061523743
965,0.0001907957
966,0.048371848
967,0.1964846
968,0.032328703
969,0.22920205
970,0.122471444
971,5.7588953e-05
972,7.1090275e-05
973,0.046432234
974,0.40720746
975,0.27661732
976,0.32201612
977,3.048673e-05
978,0.08195474
979,0.14802969
980,8.660289e-05
