ROW_ID,conversion
0,0.039847008413863946
1,2.4859221583294794e-05
2,0.13611033841385994
3,2.6641955304086353e-05
4,0.28403197634824023
5,0.024601105094880737
6,2.43699817160984e-05
7,0.029628170005981024
8,0.08053597566888746
9,2.673146802467063e-05
10,2.6660086404683432e-05
11,0.2199220791990929
12,0.3146409183557467
13,0.03263416629752761
14,0.20895135073508503
15,2.6357759256827093e-05
16,0.2071489474776842
17,2.51255841343226e-05
18,2.671359981098626e-05
19,2.7152692500583102e-05
20,0.074278502343825
21,0.1877011907468056
22,0.39612956882921446
23,2.5533836351716853e-05
24,2.4709534177256627e-05
25,2.6299337548484284e-05
26,0.1720830333727924
27,2.658673571134825e-05
28,0.12946597872595975
29,0.21130501767469714
30,2.43699817160984e-05
31,0.08628886828528276
32,2.7763037159857055e-05
33,0.11339139197049097
34,0.029027266309881054
35,0.5724464188051971
36,0.07350579528647078
37,0.05855225504749954
38,2.7601452789896023e-05
39,0.2368842595150424
40,0.07342879220606428
41,2.6980416322387845e-05
42,2.6094501291603447e-05
43,0.037513129484031314
44,0.13546744731746474
45,0.04208335791250743
46,0.03861353838062658
47,0.09185366285653196
48,0.02956545301001621
49,2.7263354227334917e-05
50,0.16924887435042357
51,0.12091758576186382
52,2.7749293564294928e-05
53,2.66529648801906e-05
54,0.18053772645387736
55,2.769272184863812e-05
56,0.10652214938505719
57,2.6575850602229615e-05
58,0.3620777685863816
59,2.5709818768786244e-05
60,0.05516638428101859
61,2.6397370793170268e-05
62,0.03769895103857727
63,0.2457772511832236
64,2.8165164668514964e-05
65,2.5366628362727733e-05
66,2.570247835859806e-05
67,0.022995626569373546
68,0.2733504585003747
69,0.49349901652886846
70,2.6676475571084188e-05
71,2.4436696843864622e-05
72,2.691463179320445e-05
73,0.12711286024083157
74,2.7734894110533847e-05
75,0.6365988696438186
76,0.07305355695984864
77,2.611714811261201e-05
78,0.03800186358125294
79,0.12611595141184087
80,2.6280874404713453e-05
81,2.547938945519521e-05
82,0.08255265979507294
83,0.08989271841713609
84,2.7070430625306335e-05
85,2.674391444856769e-05
86,2.6883269633753306e-05
87,2.7471401702580875e-05
88,0.2633747835766218
89,0.029726931040861822
90,0.04465145517539009
91,0.17620069420635237
92,0.2051559956141495
93,0.16101514800712435
94,0.052031520578613204
95,0.026838578325198682
96,2.6700089969173057e-05
97,2.6675171586561282e-05
98,2.5976531347105868e-05
99,0.05270408711011571
100,0.23465821700224554
101,0.18386058112450657
