ROW_ID,conversion
0,0.085969314
1,0.05174265
2,0.24189469
3,0.067030594
4,0.23200679
5,0.07201983
6,0.061588254
7,0.06705049
8,0.08340736
9,0.060540248
10,0.06577868
11,0.21054977
12,0.25923848
13,0.09059879
14,0.2058891
15,0.06533537
16,0.2302528
17,0.049204946
18,0.06411467
19,0.067792505
20,0.08842933
21,0.22205725
22,0.252058
23,0.051264882
24,0.050323807
25,0.058206417
26,0.17998123
27,0.049196478
28,0.16018213
29,0.29608756
30,0.057193026
31,0.13577193
32,0.047474787
33,0.102708556
34,0.0791519
35,0.4801603
36,0.09468776
37,0.084347524
38,0.2629923
39,0.25586885
40,0.10109493
41,0.0526462
42,0.049724407
43,0.07481137
44,0.22435029
45,0.09907726
46,0.08292771
47,0.14338498
48,0.08034343
49,0.07307457
50,0.1617844
51,0.104968846
52,0.07940233
53,0.05395175
54,0.22178018
55,0.06330818
56,0.12387168
57,0.047499612
58,0.29008374
59,0.06354375
60,0.08987913
61,0.04744952
62,0.09268365
63,0.18793222
64,0.055836774
65,0.047852326
66,0.05206016
67,0.06950339
68,0.27886534
69,0.49465156
70,0.050643153
71,0.049445163
72,0.06679809
73,0.15491344
74,0.07787925
75,0.50337076
76,0.12027354
77,0.07782347
78,0.08408004
79,0.14964376
80,0.055771742
81,0.06636174
82,0.22700495
83,0.101367205
84,0.0516313
85,0.06346156
86,0.050858192
87,0.052711047
88,0.2697734
89,0.07845708
90,0.07342157
91,0.23211232
92,0.2055747
93,0.18668263
94,0.07586672
95,0.062293246
96,0.055809118
97,0.07325201
98,0.058977123
99,0.08122212
100,0.22855909
101,0.22506678
102,0.1314531
103,0.05480056
104,0.07581966
105,0.0860096
106,0.06884773
107,0.21365935
108,0.12044712
109,0.18392934
110,0.06019094
111,0.0603621
112,0.13026199
113,0.072233446
114,0.16077659
115,0.1695119
116,0.06703031
117,0.09967089
118,0.17577934
119,0.20169313
120,0.38220695
121,0.18430595
122,0.052177902
123,0.056828428
124,0.05412447
125,0.1530872
126,0.04844508
127,0.093899034
